,date,tweet_count,daily_sent,elonmusk,michael_saylor,binance,peterlbrandt,apompliano,cashapp,raoulgmi,tyler,squawkcnbc,scottmelker
2018-08-03,2018-08-03,1,0.4404,0,0,0,0,0,0,0,0,0,0
2018-08-02,2018-08-02,3,0.28153333333333336,0,0,0,0,0,0,0,0,0,0
2018-08-01,2018-08-01,2,0.6242000000000001,0,0,0,0,0,0,0,0,0,0
2018-07-30,2018-07-30,4,0.07165,0,0,0,0,0,0,0,0,0,1
2018-07-28,2018-07-28,1,-0.296,0,0,0,0,0,0,0,0,0,0
2018-07-27,2018-07-27,2,-0.34735,0,0,0,1,0,0,0,0,0,0
2018-07-26,2018-07-26,1,0.6997,0,0,0,0,0,0,0,0,0,0
2018-07-25,2018-07-25,1,0.2484,0,0,0,0,0,0,0,0,0,0
2018-07-24,2018-07-24,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-23,2018-07-23,2,0.20095,0,0,0,0,0,0,0,0,0,0
2018-07-21,2018-07-21,1,0.6808,0,0,0,0,0,0,0,0,0,0
2018-07-20,2018-07-20,1,0.7003,0,0,0,1,0,0,0,0,0,0
2018-07-19,2018-07-19,1,0.7096,0,0,0,0,0,0,0,0,0,0
2018-07-18,2018-07-18,2,-0.10109999999999997,0,0,0,0,0,0,0,0,0,0
2018-07-16,2018-07-16,1,0.5256,0,0,0,0,0,0,0,0,0,0
2018-07-11,2018-07-11,1,0.5888,0,0,0,0,0,0,0,0,0,0
2018-07-09,2018-07-09,1,-0.4215,0,0,0,0,0,0,0,0,0,0
2018-07-07,2018-07-07,1,-0.2263,0,0,0,0,0,0,0,0,0,0
2018-07-06,2018-07-06,1,0.6249,0,0,0,0,0,0,0,0,0,0
2018-07-04,2018-07-04,2,0.4511,0,0,0,0,0,0,0,0,0,0
2018-07-02,2018-07-02,2,0.11315,0,0,0,0,0,0,0,0,0,0
2018-07-01,2018-07-01,1,-0.6255,0,0,0,0,0,0,0,0,0,0
2018-06-29,2018-06-29,2,-0.39115,0,0,0,0,0,0,0,0,0,0
2018-06-28,2018-06-28,1,-0.5736,0,0,0,0,0,0,0,0,0,0
2018-06-25,2018-06-25,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-23,2018-06-23,1,-0.3612,0,0,0,0,0,0,0,0,0,0
2018-06-21,2018-06-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-20,2018-06-20,2,-0.3593,0,0,0,0,0,0,0,0,0,0
2018-06-19,2018-06-19,1,0.6369,0,0,0,0,0,0,0,0,0,0
2018-06-17,2018-06-17,2,0.3316,0,0,0,0,1,0,0,0,0,0
2018-06-16,2018-06-16,1,-0.1926,0,0,0,0,0,0,0,0,0,0
2018-06-15,2018-06-15,1,-0.8074,0,0,0,0,0,0,0,0,0,0
2018-06-13,2018-06-13,1,-0.1027,0,0,0,0,0,0,0,0,0,0
2018-06-11,2018-06-11,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-10,2018-06-10,2,0.29295,0,0,0,0,0,0,0,0,0,0
2018-06-08,2018-06-08,2,-0.11080000000000001,0,0,0,0,0,0,0,0,0,0
2018-06-06,2018-06-06,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-05,2018-06-05,1,0.5803,0,0,0,0,0,0,0,0,0,0
2018-06-04,2018-06-04,1,-0.25,0,0,0,0,0,0,0,0,0,0
2018-06-02,2018-06-02,2,-0.2553,0,0,0,0,0,0,0,0,0,0
2018-05-31,2018-05-31,2,-0.3587,0,0,0,0,0,0,0,0,0,0
2018-05-28,2018-05-28,2,0.1487,0,0,0,0,0,0,0,0,0,0
2018-05-27,2018-05-27,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-24,2018-05-24,3,0.28750000000000003,0,0,0,0,0,0,0,0,0,0
2018-05-23,2018-05-23,3,0.143,0,0,0,0,0,0,1,0,0,0
2018-05-22,2018-05-22,2,0.87765,0,0,0,0,0,0,0,0,0,0
2018-05-21,2018-05-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-18,2018-05-18,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-17,2018-05-17,1,0.9645,0,0,0,0,0,0,0,0,0,0
2018-05-16,2018-05-16,2,0.42405,0,0,0,0,0,0,0,0,0,0
2018-05-15,2018-05-15,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-14,2018-05-14,2,0.125,0,0,0,0,0,0,0,0,0,0
2018-05-10,2018-05-10,2,0.20095,0,0,0,0,0,0,0,0,0,0
2018-05-09,2018-05-09,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-06,2018-05-06,2,-0.29415,0,0,0,0,0,0,0,0,0,0
2018-05-05,2018-05-05,1,0.7691,0,0,0,0,0,0,0,0,0,0
2018-05-03,2018-05-03,1,0.4939,0,0,0,0,1,0,0,0,0,0
2018-05-01,2018-05-01,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-28,2018-04-28,1,0.2263,0,0,0,0,0,0,0,0,0,0
2018-04-27,2018-04-27,1,0.2263,0,0,0,0,0,0,0,0,0,0
2018-04-26,2018-04-26,4,0.16775,0,0,0,0,0,0,0,0,0,0
2018-04-24,2018-04-24,3,-0.0531,0,0,0,0,1,0,0,0,0,0
2018-04-23,2018-04-23,4,0.06415,0,0,0,0,0,0,0,0,0,0
2018-04-22,2018-04-22,2,-0.26335,0,0,0,0,0,0,0,0,0,0
2018-04-20,2018-04-20,4,0.123475,0,0,0,0,0,0,0,0,0,0
2018-04-19,2018-04-19,2,-0.05165,0,0,0,0,0,0,0,0,0,0
2018-04-18,2018-04-18,1,0.5696,0,0,0,0,0,0,0,0,0,0
2018-04-16,2018-04-16,2,0.5386500000000001,0,0,0,0,0,0,0,0,0,0
2018-04-15,2018-04-15,1,-0.296,0,0,0,0,1,0,0,0,0,0
2018-04-12,2018-04-12,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-07,2018-04-07,1,0.4215,0,0,0,0,0,0,0,0,0,0
2018-04-02,2018-04-02,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-30,2018-03-30,3,0.12363333333333333,0,0,0,0,0,0,0,0,0,0
2018-03-29,2018-03-29,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-26,2018-03-26,1,0.2801,0,0,0,0,0,0,0,0,0,0
2018-03-25,2018-03-25,1,0.5244,0,0,0,0,0,0,0,0,0,0
2018-03-24,2018-03-24,1,0.3989,0,0,0,0,0,0,0,0,0,0
2018-03-23,2018-03-23,1,0.3182,0,0,0,0,0,0,0,0,0,0
2018-03-19,2018-03-19,1,0.3818,0,0,0,0,0,0,0,0,0,0
2018-03-18,2018-03-18,2,-0.43745,0,0,0,0,0,0,0,0,0,0
2018-03-15,2018-03-15,1,0.3612,0,0,0,0,0,0,0,0,0,0
2018-03-11,2018-03-11,1,-0.91,0,0,0,0,0,0,0,0,0,0
2018-03-10,2018-03-10,1,0.5411,0,0,0,0,0,0,0,0,0,0
2018-03-09,2018-03-09,2,0.37645,0,0,0,0,0,0,0,0,0,0
2018-03-07,2018-03-07,2,0.25465,0,0,0,0,0,0,0,0,0,0
2018-03-06,2018-03-06,2,0.125,0,0,0,0,1,0,0,0,0,0
2018-03-02,2018-03-02,2,0.13485000000000003,0,0,0,0,0,0,0,0,0,0
2018-03-01,2018-03-01,1,0.4019,0,0,0,0,0,0,0,0,0,0
2018-02-23,2018-02-23,2,0.2142,0,0,0,0,0,0,0,0,0,0
2018-02-22,2018-02-22,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-20,2018-02-20,1,-0.2732,0,0,0,0,0,0,0,0,0,0
2018-02-19,2018-02-19,1,0.6486,0,0,0,0,0,0,0,0,0,0
2018-02-18,2018-02-18,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-17,2018-02-17,1,0.3304,0,0,0,0,0,0,0,0,0,0
2018-02-16,2018-02-16,4,0.003824999999999995,0,0,0,0,0,0,0,0,0,0
2018-02-15,2018-02-15,1,-0.3612,0,0,0,1,0,0,0,0,0,0
2018-02-14,2018-02-14,3,0.24463333333333334,0,0,0,0,0,0,0,0,0,0
2018-02-13,2018-02-13,1,0.6369,0,0,0,0,0,0,0,0,0,0
2018-02-12,2018-02-12,2,-0.3239,0,0,0,0,0,0,0,0,0,0
2018-02-11,2018-02-11,2,-0.09620000000000004,0,0,0,0,0,0,0,0,0,0
2018-02-09,2018-02-09,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-02-08,2018-02-08,2,0.13694999999999996,0,0,0,0,0,0,0,0,0,0
2018-02-07,2018-02-07,3,0.17793333333333336,0,0,0,0,0,0,0,0,0,0
2018-02-06,2018-02-06,5,0.1739,0,0,0,0,0,0,0,0,0,0
2018-02-05,2018-02-05,3,-0.27873333333333333,0,0,0,0,0,0,0,0,0,0
2018-02-04,2018-02-04,2,-0.005400000000000016,0,0,0,0,0,0,0,0,0,0
2018-02-03,2018-02-03,1,0.0,0,0,0,0,1,0,0,0,0,0
2018-02-02,2018-02-02,1,0.2933,0,0,0,0,0,0,0,0,0,0
2018-02-01,2018-02-01,8,0.07768749999999999,0,0,0,0,0,0,0,0,0,0
2018-01-31,2018-01-31,3,0.28773333333333334,0,0,0,0,1,0,0,0,0,0
2018-01-30,2018-01-30,4,-0.213175,0,0,0,0,0,0,0,0,0,0
2018-01-29,2018-01-29,1,0.3597,0,0,0,0,1,0,0,0,0,0
2018-01-28,2018-01-28,3,0.5451,0,0,0,0,0,0,0,0,0,0
2018-01-26,2018-01-26,2,-0.366,0,0,0,0,0,0,0,0,0,0
2018-01-25,2018-01-25,1,-0.296,0,0,0,0,0,0,0,0,0,0
2018-01-23,2018-01-23,3,0.34600000000000003,0,0,0,0,0,0,0,0,0,0
2018-01-20,2018-01-20,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-19,2018-01-19,2,0.0852,0,0,0,0,0,0,0,0,0,0
2018-01-18,2018-01-18,1,0.5106,0,0,0,0,0,0,0,0,0,0
2018-01-17,2018-01-17,6,0.1206,0,0,0,0,0,0,0,0,0,0
2018-01-16,2018-01-16,6,0.12798333333333334,0,0,0,0,0,0,0,0,0,0
2018-01-15,2018-01-15,2,-0.6810499999999999,0,0,0,0,0,0,0,0,0,0
2018-01-14,2018-01-14,1,0.6981,0,0,0,0,0,0,0,0,0,0
2018-01-13,2018-01-13,3,0.08183333333333333,0,0,0,0,0,0,0,0,0,0
2018-01-12,2018-01-12,2,0.0,0,0,0,0,0,0,0,0,0,0
2018-01-11,2018-01-11,1,0.3147,0,0,0,0,0,0,0,0,0,0
2018-01-10,2018-01-10,1,-0.1779,0,0,0,0,0,0,0,0,0,0
2018-01-09,2018-01-09,4,-0.20475,0,0,0,0,0,0,0,0,0,0
2018-01-08,2018-01-08,1,-0.296,0,0,0,0,0,0,0,0,0,0
2018-01-07,2018-01-07,1,0.7579,0,0,0,0,0,0,0,0,0,0
2018-01-06,2018-01-06,2,0.42895,0,0,0,0,0,0,0,0,0,0
2018-01-05,2018-01-05,1,-0.2732,0,0,0,0,0,0,0,0,0,0
2018-01-04,2018-01-04,3,0.6777000000000001,0,0,0,0,0,0,0,0,0,0
2018-01-03,2018-01-03,1,0.34,0,0,0,0,0,0,0,0,0,0
2017-12-31,2017-12-31,1,0.8402,0,0,0,0,0,0,0,0,0,0
2017-12-29,2017-12-29,1,0.2382,0,0,0,0,0,0,0,0,0,0
2017-12-28,2017-12-28,1,0.2617,0,0,0,0,0,0,0,0,0,0
2017-12-26,2017-12-26,1,0.5106,0,0,0,0,0,0,0,0,0,0
2017-12-25,2017-12-25,2,0.43320000000000003,0,0,0,0,0,0,0,0,0,0
2017-12-24,2017-12-24,2,-0.3697,0,0,0,0,0,0,0,0,0,0
2017-12-23,2017-12-23,4,0.385925,0,0,0,0,0,0,0,0,0,0
2017-12-22,2017-12-22,5,0.23567999999999997,0,0,0,0,1,0,0,0,0,0
2017-12-21,2017-12-21,6,0.15453333333333333,0,0,0,0,0,0,0,0,0,0
2017-12-20,2017-12-20,2,0.35524999999999995,0,0,0,0,0,0,0,0,0,0
2017-12-19,2017-12-19,2,0.05135,0,0,0,0,0,0,0,0,0,0
2017-12-18,2017-12-18,1,0.2568,0,0,0,0,0,0,0,0,0,0
2017-12-17,2017-12-17,2,0.5095,0,0,0,0,0,0,0,0,0,0
2017-12-15,2017-12-15,2,0.05135,0,0,0,1,0,0,0,0,0,0
2017-12-12,2017-12-12,5,0.42548,0,0,0,0,0,0,0,0,0,0
2017-12-11,2017-12-11,5,0.06108000000000001,0,0,0,1,0,0,0,0,0,0
2017-12-10,2017-12-10,5,0.6049599999999999,0,0,0,0,0,0,0,0,1,0
2017-12-09,2017-12-09,6,0.040449999999999986,0,0,0,0,0,0,0,0,0,0
2017-12-08,2017-12-08,6,0.14034999999999997,0,0,0,1,0,0,0,0,0,0
2017-12-07,2017-12-07,5,0.052539999999999996,0,0,0,0,0,0,0,0,0,0
2017-12-06,2017-12-06,6,0.17813333333333334,0,0,0,1,0,0,0,0,0,0
2017-12-04,2017-12-04,1,0.7615,0,0,0,0,0,0,0,0,0,0
2017-12-01,2017-12-01,1,0.0772,0,0,0,0,0,0,0,0,0,0
2017-11-29,2017-11-29,8,0.04403749999999999,0,0,0,1,0,0,0,0,0,0
2017-11-28,2017-11-28,1,0.4404,0,0,0,0,0,0,0,0,0,0
2017-11-27,2017-11-27,7,0.5321571428571428,0,0,0,0,0,0,0,0,0,0
2017-11-23,2017-11-23,1,0.0,0,0,0,1,0,0,0,0,0,0
2017-11-20,2017-11-20,1,-0.7983,0,0,0,0,0,0,0,0,0,0
2017-11-18,2017-11-18,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-17,2017-11-17,2,0.5362,0,0,0,0,0,0,0,0,0,0
2017-11-16,2017-11-16,3,0.5007,0,0,0,0,0,0,0,0,0,0
2017-11-15,2017-11-15,2,0.48660000000000003,0,0,0,0,0,0,0,0,0,0
2017-11-14,2017-11-14,7,0.3024428571428572,0,0,0,0,0,0,0,0,0,0
2017-11-13,2017-11-13,3,-0.16363333333333335,0,0,0,0,0,0,0,0,0,0
2017-11-12,2017-11-12,2,0.23835,0,0,0,0,0,0,0,0,0,0
2017-11-11,2017-11-11,1,0.4404,0,0,0,0,0,0,0,0,0,0
2017-11-10,2017-11-10,4,-0.0548,0,0,0,0,0,0,0,0,0,0
2017-11-08,2017-11-08,1,0.1779,0,0,0,0,0,0,0,0,0,0
2017-11-06,2017-11-06,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-03,2017-11-03,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-02,2017-11-02,3,0.08243333333333332,0,0,0,0,0,0,0,0,0,0
2017-11-01,2017-11-01,1,0.4574,0,0,0,0,0,0,0,0,0,0
2017-10-31,2017-10-31,1,0.7865,0,0,0,1,0,0,0,0,0,0
2017-10-28,2017-10-28,1,0.8356,0,0,0,0,0,0,0,0,0,0
2017-10-25,2017-10-25,2,-0.28914999999999996,0,0,0,0,0,0,0,0,0,0
2017-10-24,2017-10-24,4,0.07955,0,0,0,0,0,0,0,0,0,0
2017-10-22,2017-10-22,1,0.5106,0,0,0,0,0,0,0,0,0,0
2017-10-21,2017-10-21,3,-0.26720000000000005,0,0,0,0,0,0,0,0,0,0
2017-10-20,2017-10-20,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-17,2017-10-17,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-13,2017-10-13,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-12,2017-10-12,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-10,2017-10-10,3,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-09,2017-10-09,1,0.6124,0,0,0,0,0,0,0,0,0,0
2017-10-07,2017-10-07,1,0.5574,0,0,0,0,0,0,0,0,0,0
2017-10-06,2017-10-06,1,0.9167,0,0,0,0,0,0,0,0,0,0
2017-10-04,2017-10-04,1,0.9167,0,0,0,0,0,0,0,0,0,0
2017-10-02,2017-10-02,1,0.9167,0,0,0,0,0,0,0,0,0,0
2017-09-28,2017-09-28,4,0.38304999999999995,0,0,0,0,0,0,0,0,0,0
2017-09-26,2017-09-26,1,0.9167,0,0,0,0,0,0,0,0,0,0
2017-09-23,2017-09-23,1,-0.1779,0,0,0,0,0,0,0,0,0,0
2017-09-16,2017-09-16,2,-0.018500000000000016,0,0,0,0,0,0,0,0,0,0
2017-09-15,2017-09-15,2,0.14075,0,0,0,0,0,0,0,0,0,0
2017-09-13,2017-09-13,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-11,2017-09-11,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-07,2017-09-07,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-06,2017-09-06,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-05,2017-09-05,1,0.5574,0,0,0,0,0,0,0,0,0,0
2017-09-04,2017-09-04,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-03,2017-09-03,1,0.5859,0,0,0,0,0,0,0,0,0,0
2017-08-23,2017-08-23,1,-0.5983,0,0,0,0,0,0,0,0,0,0
